Country Name,Country Code,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Luxembourg,LUX,768000,724000,778000,789000,863000,852000,836000,885000,867000,878000,913000,908000,914000,877000,847000,805000,874000,950000,945000,1038000,1090000,1054000,1046000,1018000,1041000,525000
Latvia,LVA,1633000,1750000,1842000,1788000,1738000,1882000,2061000,2297000,2524000,3127000,3791000,4649000,5209000,5496000,4727000,5042000,5538000,5569000,5822000,6246000,6842000,6797000,7726000,7775000,8342000,3204000
"Macao SAR, China",MAC,7752000,8151000,7000000,6949000,7444000,9162000,10279000,11531000,11888000,16673000,18711000,21998000,27003000,22933000,21753000,24965000,28002000,28082000,29325000,31526000,30715000,30950000,32611000,35804000,39406000,5897000
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,2752000,2856000,3203000,3267000,4088000,4458000,4596000,4709000,5021000,5732000,6077000,6777000,7701000,8209000,8661000,9752000,9784000,9830000,10349000,10507000,10542000,10677000,11540000,12489000,13109000,2802000
Monaco,MCO,233000,226000,259000,278000,278000,300000,270000,263000,235000,250000,286000,313000,328000,324000,265000,279000,295000,292000,328000,329000,331000,336000,355000,347000,363000,159000
Moldova,MDA,32000,29000,21000,19000,14000,18000,16000,18000,21000,69000,67000,63000,70000,73000,60000,64000,75000,89000,96000,94000,94000,121000,145000,160000,174000,29000
Madagascar,MDG,115000,,,,,,,,,,,,,,,,,,,,282000,333000,285000,360000,486000,87000
Maldives,MDV,315000,339000,366000,396000,430000,467000,461000,485000,564000,617000,395000,602000,676000,683000,656000,792000,931000,958000,1125000,1205000,1234000,1286000,1390000,1484000,1703000,555000
Middle East & North Africa,MEA,,,,,,,,,,80627000,83146000,90007000,99102000,115020000,113027000,130362000,111859000,124596000,125861000,133162000,126209000,119351000,127054000,139804000,152571000,
Mexico,MEX,85446000,90394000,92915000,95214000,99869000,105673000,100718000,100153000,92330000,99250000,103146000,97701000,93582000,92948000,88044000,81953000,75732000,76749000,78100000,81042000,87129000,94853000,99349000,96497000,97406000,51128000
Marshall Islands,MHL,6000,6000,6000,6000,5000,5000,5000,6000,7000,9000,9000,6000,7000,6000,5000,5000,5000,5000,,5000,6000,5000,6000,7000,6000,
Middle income,MIC,272242000,290884000,313607000,319024000,339710000,369018000,375001000,394155000,384234000,441446000,473914000,490341000,529428000,546648000,531428000,557355000,567578000,589199000,607531000,615264000,639289000,655231000,711195000,758858000,790163000,
North Macedonia,MKD,147000,136000,121000,157000,181000,224000,99000,123000,158000,165000,197000,202000,230000,255000,259000,262000,327000,351000,400000,425000,486000,510000,631000,707000,758000,118000
Mali,MLI,42000,98000,75000,83000,82000,86000,89000,96000,110000,113000,143000,153000,164000,190000,160000,169000,160000,134000,142000,168000,159000,173000,193000,203000,217000,
Malta,MLT,1193000,1123000,1238000,1326000,1402000,1387000,1439000,1483000,1512000,1428000,1484000,1521000,1723000,1832000,1608000,1815000,1916000,2007000,2013000,2162000,2383000,2592000,2944000,3232000,3519000,718000
Myanmar,MMR,194000,490000,491000,478000,435000,416000,475000,487000,597000,657000,660000,630000,716000,731000,763000,792000,816000,1059000,2044000,3081000,4681000,2907000,3443000,3551000,4364000,903000
Middle East & North Africa (excluding high income),MNA,19191000,19511000,20051000,20887000,23818000,25594000,25760000,29063000,30680000,37570000,38948000,42010000,44628000,50431000,53337000,62925000,50268000,53405000,51879000,51969000,47237000,41374000,48550000,58808000,65756000,
Montenegro,MNE,,,,,,,,136000,142000,188000,272000,378000,984000,1031000,1044000,1088000,1201000,1264000,1324000,1350000,1560000,1662000,1877000,2077000,2510000,351000
Mongolia,MNG,108000,71000,82000,197000,160000,158000,192000,235000,205000,305000,345000,408000,455000,469000,465000,557000,627000,624000,515000,506000,467000,471000,543000,598000,637000,67000
Northern Mariana Islands,MNP,676000,736000,695000,490000,502000,529000,444000,476000,459000,536000,507000,436000,389000,397000,354000,379000,341000,401000,439000,460000,479000,531000,660000,518000,487000,
Mozambique,MOZ,,,,,,,404000,943000,726000,711000,954000,1095000,1259000,1439000,1711000,1836000,2013000,2206000,1970000,1751000,1634000,1715000,1514000,2870000,2033000,
Mauritania,MRT,,,,,24000,30000,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,437000,509000,558000,579000,600000,678000,675000,709000,721000,739000,782000,807000,933000,970000,890000,956000,983000,984000,1015000,1065000,1174000,1307000,1371000,1431000,1418000,316000
Malawi,MWI,192000,194000,207000,220000,254000,228000,266000,383000,424000,427000,438000,638000,735000,742000,755000,746000,767000,770000,795000,819000,805000,849000,837000,871000,,
Malaysia,MYS,7469000,7138000,6211000,5551000,7931000,10222000,12775000,13292000,10577000,15703000,16431000,17547000,20973000,22052000,23646000,24577000,24714000,25033000,25715000,27437000,25721000,26757000,25948000,25832000,26101000,4333000
North America,NAC,121946000,126582000,128163000,123389000,125400000,127520000,118580000,109814000,101468000,106929000,108161000,217203000,206332000,203623000,185758000,188476000,172989000,197558000,205053000,204449000,205017000,206045000,206061000,201365000,198713000,
Namibia,NAM,421000,560000,610000,681000,694000,759000,700000,799000,739000,986000,856000,961000,1048000,1079000,1100000,1114000,1163000,1245000,1327000,1429000,1488000,1551000,1581000,1639000,1651000,187000
New Caledonia,NCL,86000,91000,105000,104000,100000,110000,101000,104000,102000,100000,101000,100000,103000,104000,99000,99000,112000,112000,108000,107000,114000,116000,121000,120000,130000,31000
Niger,NER,35000,68000,68000,41000,39000,50000,52000,39000,55000,57000,58000,60000,48000,73000,66000,74000,82000,94000,123000,135000,135000,152000,164000,157000,192000,85000
Nigeria,NGA,1031000,1230000,1292000,1357000,1425000,1492000,1753000,2046000,2253000,2646000,2778000,3056000,5239000,5820000,6053000,6113000,3765000,4673000,4038000,4803000,6017000,5265000,,,,
Nicaragua,NIC,341000,388000,453000,483000,530000,581000,584000,579000,646000,735000,804000,891000,978000,1011000,1010000,1071000,1122000,1233000,1273000,1390000,1456000,1596000,1958000,1412000,1455000,474000
Netherlands,NLD,6574000,6580000,7841000,9312000,9874000,10003000,9500000,9595000,9181000,9646000,10012000,10739000,11008000,10104000,9921000,10883000,11300000,11680000,12783000,13925000,15007000,15828000,17924000,18780000,20129000,7265000
Norway,NOR,2880000,2746000,2702000,3256000,3223000,3104000,3073000,3111000,3269000,3628000,3824000,4070000,4377000,4347000,4346000,4767000,4963000,4538000,4778000,4855000,5361000,5960000,6252000,5688000,5879000,1397000
Nepal,NPL,363000,394000,422000,464000,492000,464000,361000,275000,338000,385000,375000,384000,527000,500000,510000,603000,736000,803000,798000,790000,539000,753000,940000,1173000,1197000,230000
Nauru,NRU,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,1409000,1529000,1497000,1485000,1607000,1787000,1909000,2045000,2104000,2334000,2366000,2409000,2455000,2483000,2473000,2530000,2617000,2574000,2710000,2854000,3129000,3494000,3723000,3858000,3888000,996000
OECD members,OED,795118000,831173000,856884000,869659000,883338000,914410000,857416000,845245000,829226000,883811000,917094000,1057049000,1057757000,1052020000,1012277000,1023509000,1038728000,1089410000,1129791000,1163739000,1200191000,1244329000,1299261000,1331201000,1364525000,
Oman,OMN,,,,,,,1095000,1112000,1210000,1407000,1101000,1385000,1360000,1540000,1584000,1500000,1393000,1714000,1923000,2225000,2634000,3207000,3178000,3242000,3506000,869000
Other small states,OSS,16652000,16884000,18570000,19110000,20547000,22029000,22700000,23252000,23525000,25485000,25761000,28000000,30899000,32781000,32487000,37844000,33747000,36200000,39517000,42942000,43654000,46851000,49980000,51524000,51930000,
Pakistan,PAK,378000,369000,375000,429000,432000,557000,500000,498000,501000,648000,798000,898000,840000,823000,855000,907000,1161000,966000,,,,,,,,
Panama,PAN,417000,443000,504000,529000,555000,600000,737000,800000,897000,1004000,1070000,1215000,1428000,1575000,1562000,1726000,2004000,2086000,2202000,2305000,2553000,2379000,2517000,2487000,2494000,647000
Peru,PER,,,,,,,,,,1650000,1938000,2227000,2451000,2581000,2681000,2948000,3299000,3642000,4010000,4062000,4381000,4718000,4992000,5384000,5275000,1119000
Philippines,PHL,1760000,2049000,2223000,2149000,2171000,1992000,1797000,1933000,1907000,2291000,2623000,2843000,3092000,3139000,3017000,3520000,3917000,4273000,4681000,4833000,5361000,5967000,6621000,7168000,8261000,1483000
Palau,PLW,53000,69000,74000,64000,55000,58000,54000,59000,63000,89000,81000,82000,88000,81000,71000,85000,111000,120000,108000,140000,162000,138000,123000,106000,94000,18000
Papua New Guinea,PNG,,,,,,,,,,,,,,120000,126000,146000,165000,175000,182000,191000,199000,198000,182000,195000,211000,39000
Poland,POL,82244000,87439000,87817000,88592000,89118000,84515000,61431000,50735000,52130000,61918000,64606000,65115000,66208000,59935000,53840000,58340000,60745000,67390000,72310000,73750000,77743000,80476000,83804000,85946000,88515000,
Pre-demographic dividend,PRE,5604000,6361000,6655000,6706000,7482000,7837000,8490000,9598000,9756000,11372000,12788000,14208000,17964000,18545000,19842000,21206000,20093000,21340000,20781000,21409000,24065000,24363000,,,,
Puerto Rico,PRI,4087000,4110000,4350000,4671000,4221000,4566000,4908000,4364000,4402000,4889000,5073000,5022000,5062000,5213000,4415000,4379000,4214000,4197000,4210000,4456000,5051000,5003000,4927000,4260000,4931000,3882000
"Korea, Dem. People's Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,9511000,9730000,10172000,11295000,11632000,12097000,12167000,11644000,11707000,10639000,10612000,11282000,6788000,6962000,6439000,6756000,7264000,7503000,9177000,10497000,11723000,13359000,15432000,16186000,17283000,4208000
Paraguay,PRY,15678000,12868000,10955000,9818000,6569000,3924000,3550000,3194000,2859000,2589000,2648000,2830000,3005000,3118000,3183000,3171000,3365000,3655000,3538000,3455000,4102000,4318000,4744000,4183000,4368000,1077000
West Bank and Gaza,PSE,,220000,210000,200000,300000,310000,43000,33000,37000,56000,88000,123000,264000,387000,396000,522000,449000,490000,545000,556000,432000,400000,503000,606000,688000,93000
Pacific island small states,PSS,,,,,,,,,,,,,1082000,1203000,1241000,1350000,1427000,1520000,1571000,1591000,1676000,1837000,1886000,1929000,1752000,
Post-demographic dividend,PST,625507000,654993000,686265000,686678000,702247000,745501000,734363000,745620000,739424000,791914000,822568000,972285000,984896000,981137000,943254000,968796000,994043000,1040612000,1080304000,1105378000,1128130000,1175948000,1223167000,1257775000,1275198000,
French Polynesia,PYF,186000,184000,201000,211000,236000,,,,,,,,243000,227000,190000,179000,196000,210000,214000,228000,239000,241000,254000,264000,300000,89000
Qatar,QAT,,,,,,,,,,,,,,,1482000,1700000,2057000,2324000,2612000,2839000,2941000,2938000,2256000,1819000,2136000,582000
Romania,ROU,5445000,5205000,5149000,4831000,5224000,5264000,4938000,4794000,5595000,6600000,5839000,6037000,7722000,8862000,7575000,7498000,7611000,7937000,8019000,8442000,9331000,10223000,10926000,11720000,12815000,5023000
Russian Federation,RUS,10290000,16208000,17463000,16188000,18820000,21169000,21595000,23309000,22521000,22064000,22201000,22486000,22909000,23676000,21339000,22281000,24932000,28177000,30792000,32421000,33729000,24571000,24390000,24551000,24419000,6359000
Rwanda,RWA,,,,,,,,,,,,531000,610000,669000,664000,667000,908000,1061000,1122000,1220000,1298000,1377000,1570000,1711000,1634000,
South Asia,SAS,3943000,4070000,4314000,4447000,4706000,5029000,4693000,4528000,5212000,6372000,6697000,7600000,8429000,8726000,8419000,9476000,10854000,11239000,12150000,19662000,20005000,22127000,23793000,26713000,27103000,
Saudi Arabia,SAU,4398000,,,,,,,,,11083000,10417000,10962000,13479000,17717000,13319000,13025000,15776000,19847000,19934000,23010000,21834000,20887000,18607000,17570000,20292000,
Sudan,SDN,29000,38000,30000,36000,39000,38000,50000,52000,52000,61000,246000,328000,436000,440000,420000,495000,536000,575000,591000,684000,741000,800000,813000,836000,,
Senegal,SEN,,,,,,,,,502000,677000,779000,876000,879000,877000,815000,906000,977000,967000,1069000,976000,1014000,1219000,1376000,,,
Singapore,SGP,7137000,7292000,7198000,6242000,6958000,7691000,7522000,7567000,6127000,8329000,8943000,9751000,10285000,10116000,9683000,11642000,13171000,14496000,15568000,15095000,15232000,16403000,17425000,18508000,19116000,2742000
Solomon Islands,SLB,12000,10000,14000,16000,,5000,,,7000,6000,9000,12000,14000,16000,18000,20000,23000,24000,24000,20000,22000,23000,26000,28000,29000,4000
Sierra Leone,SLE,,,,,,,,,,,,,,,,,,75000,95000,53000,31000,60000,59000,66000,71000,
El Salvador,SLV,,,,,,867000,804000,885000,798000,1030000,1306000,1501000,1720000,1875000,1482000,1606000,1634000,1738000,1822000,1886000,1973000,2052000,2247000,2536000,2639000,707000
San Marino,SMR,3368000,3345000,3308000,3264000,3148000,3071000,3036000,3102000,2882000,2812000,2107000,2136000,2164000,2112000,2056000,1976000,2038000,1869000,1905000,2004000,1888000,2000000,1937000,1874000,1904000,
Somalia,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,,,,,,,,312000,339000,392000,453000,469000,696000,646000,645000,683000,764000,810000,922000,1029000,1132000,1281000,1497000,1711000,1847000,446000
Sub-Saharan Africa (excluding high income),SSA,14193000,16050000,16643000,17778000,19153000,19438000,20378000,22024000,22796000,24570000,26229000,29608000,34490000,35560000,36522000,40139000,40526000,42980000,44485000,46265000,48672000,50877000,52497000,56247000,55555000,
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,14324000,16195000,16783000,17915000,19286000,19581000,20519000,22162000,22926000,24699000,26368000,29762000,34665000,35738000,36704000,40335000,40742000,43202000,44729000,46511000,48979000,51223000,52900000,56673000,56014000,
Small states,SST,26850000,28033000,29836000,30787000,32724000,35394000,35693000,36595000,38157000,42166000,41471000,43973000,47057000,48541000,49159000,55249000,51989000,54647000,58060000,62561000,63974000,71729000,75794000,78865000,79086000,
Sao Tome and Principe,STP,6000,6000,5000,6000,6000,7000,8000,9000,10000,11000,16000,12000,12000,14000,15000,8000,12000,,,,26000,29000,29000,33000,,
Suriname,SUR,69000,74000,78000,70000,72000,72000,68000,,100000,,,154000,167000,151000,151000,206000,221000,240000,250000,253000,229000,257000,279000,,,
Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,12583000,11556000,14936000,17376000,15406000,15299000,,
Slovenia,SVN,732000,832000,974000,977000,884000,1090000,1219000,1302000,1373000,1499000,1555000,1617000,1751000,1958000,1824000,2049000,2236000,2377000,2502000,2675000,3022000,3397000,3991000,4425000,4702000,1216000
Sweden,SWE,2310000,2376000,2388000,2573000,2595000,3828000,4108000,4276000,4268000,4676000,4883000,4729000,5224000,4555000,4899000,5183000,11567000,12372000,10980000,10522000,6482000,6782000,7054000,7440000,7616000,1957000
Eswatini,SWZ,,1337000,1635000,986000,1253000,1151000,1312000,1371000,1543000,,1182000,1200000,1230000,1186000,1344000,1343000,1328000,1278000,1299000,1325000,1256000,1279000,1343000,1277000,1226000,345000
Sint Maarten (Dutch part),SXM,1024000,1022000,1325000,1339000,1061000,1300000,1271000,1436000,1600000,1823000,1956000,1890000,1891000,1821000,1655000,1956000,2080000,2210000,2253000,2502000,2407000,2197000,1640000,1775000,1952000,
Seychelles,SYC,127000,142000,136000,134000,130000,140000,138000,135000,127000,126000,135000,151000,171000,173000,178000,191000,210000,216000,237000,239000,296000,333000,382000,405000,428000,124000
Syrian Arab Republic,SYR,2253000,2435000,2332000,2464000,2682000,3412000,3671000,4678000,4837000,6334000,5859000,5682000,5434000,6951000,7721000,10970000,6476000,,,,,1043000,1291000,1802000,2424000,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,757000,865000,899000,1010000,968000,1069000,1330000,1316000,1296000,1243000,1463000,1599000,370000
Chad,TCD,19000,20000,27000,41000,46000,43000,57000,32000,21000,26000,29000,46000,77000,61000,70000,71000,77000,86000,97000,119000,120000,98000,87000,63000,81000,10000
East Asia & Pacific (IDA & IBRD countries),TEA,69853000,76266000,82317000,87402000,100507000,115002000,123938000,134843000,124198000,150908000,163955000,172621000,186124000,186640000,184114000,197694000,205576000,209238000,214705000,216907000,229644000,243207000,263898000,277743000,289300000,
Europe & Central Asia (IDA & IBRD countries),TEC,141570000,156481000,174016000,170134000,174153000,185016000,166983000,163686000,170010000,192355000,204585000,210284000,233797000,236803000,218138000,228005000,244817000,258378000,273457000,267581000,278325000,274218000,294609000,314785000,331546000,
Togo,TGO,53000,58000,92000,69000,70000,60000,57000,58000,61000,83000,81000,94000,86000,74000,150000,202000,300000,235000,327000,282000,273000,338000,514000,573000,876000,482000
Thailand,THA,6952000,7244000,7294000,7843000,8651000,9579000,10133000,10873000,10082000,11737000,11567000,13822000,14464000,14584000,14150000,15936000,19230000,22354000,26547000,24810000,29923000,32530000,35592000,38178000,39916000,
Tajikistan,TJK,,1000,2000,3000,4000,8000,5000,,,,,,,325000,207000,160000,183000,244000,208000,213000,414000,344000,431000,1035000,,
Turkmenistan,TKM,233000,282000,332000,380000,,,,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,125293000,128668000,130966000,135049000,137308000,142005000,135755000,133102000,127305000,138679000,145125000,142663000,141497000,142505000,136672000,134206000,131390000,134737000,137445000,144460000,154385000,165767000,175407000,173715000,172909000,
Timor-Leste,TLS,,,,,,,,,,,,14000,22000,36000,44000,40000,51000,58000,79000,60000,62000,66000,74000,75000,75000,
Middle East & North Africa (IDA & IBRD countries),TMN,18990000,19306000,19856000,20703000,23536000,25303000,25739000,29055000,30668000,37545000,38891000,41919000,44393000,50073000,52971000,62437000,49845000,52941000,51347000,51424000,46830000,40985000,48055000,58212000,65078000,
Tonga,TON,33000,31000,29000,35000,44000,43000,38000,45000,51000,51000,60000,54000,65000,65000,75000,65000,68000,57000,60000,66000,73000,87000,87000,77000,94000,
South Asia (IDA & IBRD),TSA,3820000,3944000,4180000,4309000,4559000,4872000,4547000,4387000,5050000,6174000,6489000,7364000,8167000,8455000,8157000,9182000,10516000,10890000,11772000,19051000,19383000,21439000,23054000,25882000,26260000,
Sub-Saharan Africa (IDA & IBRD countries),TSS,14324000,16195000,16783000,17915000,19286000,19581000,20519000,22162000,22926000,24699000,26368000,29762000,34665000,35738000,36704000,40335000,40742000,43202000,44729000,46511000,48979000,51223000,52900000,56673000,56014000,
Trinidad and Tobago,TTO,282000,317000,360000,377000,421000,503000,468000,451000,474000,501000,529000,534000,531000,482000,534000,490000,491000,504000,467000,455000,519000,492000,465000,501000,480000,141000
Tunisia,TUN,4120000,3885000,4263000,4718000,4832000,5058000,5387000,5064000,5114000,5998000,6378000,6550000,6762000,7050000,7797000,7828000,5746000,6999000,7352000,7163000,5359000,5724000,7052000,8299000,9429000,2012000
Turkiye,TUR,7727000,8614000,9689000,9753000,7487000,10428000,11619000,13256000,14030000,17517000,21125000,19820000,27215000,31138000,31760000,32997000,36769000,37715000,39861000,41627000,41114000,30907000,37970000,46113000,51747000,15971000
Tuvalu,TUV,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,2000,2000,2000,1000,1000,1000,1000,2000,2000,2000,3000,4000,
Tanzania,TZA,295000,326000,360000,482000,627000,501000,525000,575000,576000,583000,613000,644000,719000,770000,714000,783000,868000,1077000,1096000,1140000,1137000,1284000,1327000,1506000,1527000,
Uganda,UGA,160000,174000,175000,195000,189000,193000,205000,254000,305000,512000,468000,539000,642000,844000,807000,946000,1151000,1197000,1206000,1266000,1303000,1323000,1402000,1506000,1543000,473000
Ukraine,UKR,6127000,6750000,14743000,12003000,10990000,11691000,11877000,12793000,15161000,18583000,20489000,21714000,26162000,28827000,24033000,24114000,24535000,25061000,26025000,13227000,13025000,13734000,14579000,14342000,13710000,3382000
Upper middle income,UMC,226733000,240601000,251598000,259728000,276411000,301621000,306995000,323044000,308581000,351775000,377443000,385923000,408190000,417499000,406075000,422026000,433150000,444225000,455798000,465398000,484482000,498471000,534415000,556609000,573311000,
Uruguay,URY,2177000,2258000,2463000,2324000,2273000,2236000,2136000,1354000,1508000,1871000,1917000,1824000,1815000,2255000,2303000,2708000,3244000,3155000,3242000,3195000,3286000,3632000,4219000,3954000,3480000,
United States,USA,79732000,82756000,82525000,74767000,75796000,78343000,70975000,64434000,62082000,67606000,71484000,183178000,175299000,175703000,160508000,162275000,147271000,171630000,179310000,178311000,176865000,175261000,174292000,169325000,165478000,45037000
Uzbekistan,UZB,92000,173000,960000,811000,487000,302000,345000,332000,231000,262000,242000,560000,903000,1069000,1215000,975000,1393000,1895000,1969000,1862000,1918000,2027000,2690000,5346000,6749000,
St. Vincent and the Grenadines,VCT,218000,216000,200000,202000,223000,256000,254000,247000,242000,262000,256000,306000,328000,250000,271000,231000,208000,200000,200000,205000,207000,227000,303000,356000,392000,
"Venezuela, RB",VEN,879000,960000,933000,813000,702000,602000,792000,590000,435000,618000,846000,883000,898000,702000,567000,535000,625000,1061000,1085000,967000,882000,681000,429000,,,
British Virgin Islands,VGB,219000,244000,244000,279000,284000,272000,296000,282000,278000,304000,337000,356000,358000,346000,309000,330000,338000,351000,366000,386000,393000,408000,335000,192000,302000,83000
Virgin Islands (U.S.),VIR,1741000,1779000,2128000,2139000,1964000,2396000,2497000,2337000,2395000,2620000,2602000,2571000,2606000,2435000,2245000,2531000,2686000,2640000,2702000,2814000,2643000,2574000,1954000,1922000,2074000,8612000
Viet Nam,VNM,1351000,1607000,1716000,1520000,1782000,2140000,2330000,2628000,2429000,2928000,3477000,3583000,4229000,4236000,3747000,5050000,6014000,6848000,7572000,7874000,7944000,10013000,12922000,15498000,18009000,3837000
Vanuatu,VUT,82000,103000,81000,78000,96000,106000,106000,99000,102000,99000,126000,154000,167000,197000,226000,238000,249000,321000,357000,329000,287000,352000,333000,350000,256000,82000
World,WLD,1082522000,1143489000,1193996000,1209957000,1254467000,1332379000,1299005000,1319582000,1300067000,1436450000,1501611000,1683030000,1739389000,1750747000,1687198000,1755720000,1792688000,1881197000,1952484000,2012330000,2071786000,2140443000,2248871000,2339400000,2403074000,
Samoa,WSM,,,,,,,,,,,,116000,122000,122000,129000,130000,128000,135000,125000,132000,139000,146000,158000,172000,181000,24000
Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,,,,,,,,,,,,,,,,1035000,1175000,1282000,1323000,1218000,398000,,,,,
South Africa,ZAF,4684000,5186000,5170000,5898000,6026000,6001000,5908000,6550000,6640000,6815000,7518000,8509000,9208000,9729000,9532000,11303000,12097000,13069000,14318000,14530000,13952000,15121000,14975000,15004000,14797000,3887000
Zambia,ZMB,163000,264000,341000,362000,404000,457000,492000,565000,413000,515000,669000,757000,897000,812000,710000,815000,920000,859000,915000,947000,932000,956000,1009000,1072000,1266000,502000
Zimbabwe,ZWE,1416000,1597000,1336000,2090000,2250000,1967000,2217000,2041000,2256000,1854000,1559000,2287000,2506000,1956000,2017000,2239000,2423000,1794000,1833000,1880000,2057000,2168000,2423000,2580000,2294000,639000
