Country Name,Country Code,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Luxembourg,LUX,768k,724k,778k,789k,863k,852k,836k,885k,867k,878k,913k,908k,914k,877k,847k,805k,874k,950k,945k,1038k,1090k,1054k,1046k,1018k,1041k,525k
Latvia,LVA,1633k,1750k,1842k,1788k,1738k,1882k,2061k,2297k,2524k,3127k,3791k,4649k,5209k,5496k,4727k,5042k,5538k,5569k,5822k,6246k,6842k,6797k,7726k,7775k,8342k,3204k
"Macao SAR, China",MAC,7752k,8151k,7000k,6949k,7444k,9162k,10279k,11531k,11888k,16673k,18711k,21998k,27003k,22933k,21753k,24965k,28002k,28082k,29325k,31526k,30715k,30950k,32611k,35804k,39406k,5897k
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,2752k,2856k,3203k,3267k,4088k,4458k,4596k,4709k,5021k,5732k,6077k,6777k,7701k,8209k,8661k,9752k,9784k,9830k,10349k,10507k,10542k,10677k,11540k,12489k,13109k,2802k
Monaco,MCO,233k,226k,259k,278k,278k,300k,270k,263k,235k,250k,286k,313k,328k,324k,265k,279k,295k,292k,328k,329k,331k,336k,355k,347k,363k,159k
Moldova,MDA,32k,29k,21k,19k,14k,18k,16k,18k,21k,69k,67k,63k,70k,73k,60k,64k,75k,89k,96k,94k,94k,121k,145k,160k,174k,29k
Madagascar,MDG,115k,,,,,,,,,,,,,,,,,,,,282k,333k,285k,360k,486k,87k
Maldives,MDV,315k,339k,366k,396k,430k,467k,461k,485k,564k,617k,395k,602k,676k,683k,656k,792k,931k,958k,1125k,1205k,1234k,1286k,1390k,1484k,1703k,555k
Middle East & North Africa,MEA,,,,,,,,,,80627k,83146k,90007k,99102k,115020k,113027k,130362k,111859k,124596k,125861k,133162k,126209k,119351k,127054k,139804k,152571k,
Mexico,MEX,85446k,90394k,92915k,95214k,99869k,105673k,100718k,100153k,92330k,99250k,103146k,97701k,93582k,92948k,88044k,81953k,75732k,76749k,78100k,81042k,87129k,94853k,99349k,96497k,97406k,51128k
Marshall Islands,MHL,6k,6k,6k,6k,5k,5k,5k,6k,7k,9k,9k,6k,7k,6k,5k,5k,5k,5k,,5k,6k,5k,6k,7k,6k,
Middle income,MIC,272242k,290884k,313607k,319024k,339710k,369018k,375001k,394155k,384234k,441446k,473914k,490341k,529428k,546648k,531428k,557355k,567578k,589199k,607531k,615264k,639289k,655231k,711195k,758858k,790163k,
North Macedonia,MKD,147k,136k,121k,157k,181k,224k,99k,123k,158k,165k,197k,202k,230k,255k,259k,262k,327k,351k,400k,425k,486k,510k,631k,707k,758k,118k
Mali,MLI,42k,98k,75k,83k,82k,86k,89k,96k,110k,113k,143k,153k,164k,190k,160k,169k,160k,134k,142k,168k,159k,173k,193k,203k,217k,
Malta,MLT,1193k,1123k,1238k,1326k,1402k,1387k,1439k,1483k,1512k,1428k,1484k,1521k,1723k,1832k,1608k,1815k,1916k,2007k,2013k,2162k,2383k,2592k,2944k,3232k,3519k,718k
Myanmar,MMR,194k,490k,491k,478k,435k,416k,475k,487k,597k,657k,660k,630k,716k,731k,763k,792k,816k,1059k,2044k,3081k,4681k,2907k,3443k,3551k,4364k,903k
Middle East & North Africa (excluding high income),MNA,19191k,19511k,20051k,20887k,23818k,25594k,25760k,29063k,30680k,37570k,38948k,42010k,44628k,50431k,53337k,62925k,50268k,53405k,51879k,51969k,47237k,41374k,48550k,58808k,65756k,
Montenegro,MNE,,,,,,,,136k,142k,188k,272k,378k,984k,1031k,1044k,1088k,1201k,1264k,1324k,1350k,1560k,1662k,1877k,2077k,2510k,351k
Mongolia,MNG,108k,71k,82k,197k,160k,158k,192k,235k,205k,305k,345k,408k,455k,469k,465k,557k,627k,624k,515k,506k,467k,471k,543k,598k,637k,67k
Northern Mariana Islands,MNP,676k,736k,695k,490k,502k,529k,444k,476k,459k,536k,507k,436k,389k,397k,354k,379k,341k,401k,439k,460k,479k,531k,660k,518k,487k,
Mozambique,MOZ,,,,,,,404k,943k,726k,711k,954k,1095k,1259k,1439k,1711k,1836k,2013k,2206k,1970k,1751k,1634k,1715k,1514k,2870k,2033k,
Mauritania,MRT,,,,,24k,30k,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,437k,509k,558k,579k,600k,678k,675k,709k,721k,739k,782k,807k,933k,970k,890k,956k,983k,984k,1015k,1065k,1174k,1307k,1371k,1431k,1418k,316k
Malawi,MWI,192k,194k,207k,220k,254k,228k,266k,383k,424k,427k,438k,638k,735k,742k,755k,746k,767k,770k,795k,819k,805k,849k,837k,871k,,
Malaysia,MYS,7469k,7138k,6211k,5551k,7931k,10222k,12775k,13292k,10577k,15703k,16431k,17547k,20973k,22052k,23646k,24577k,24714k,25033k,25715k,27437k,25721k,26757k,25948k,25832k,26101k,4333k
North America,NAC,121946k,126582k,128163k,123389k,125400k,127520k,118580k,109814k,101468k,106929k,108161k,217203k,206332k,203623k,185758k,188476k,172989k,197558k,205053k,204449k,205017k,206045k,206061k,201365k,198713k,
Namibia,NAM,421k,560k,610k,681k,694k,759k,700k,799k,739k,986k,856k,961k,1048k,1079k,1100k,1114k,1163k,1245k,1327k,1429k,1488k,1551k,1581k,1639k,1651k,187k
New Caledonia,NCL,86k,91k,105k,104k,100k,110k,101k,104k,102k,100k,101k,100k,103k,104k,99k,99k,112k,112k,108k,107k,114k,116k,121k,120k,130k,31k
Niger,NER,35k,68k,68k,41k,39k,50k,52k,39k,55k,57k,58k,60k,48k,73k,66k,74k,82k,94k,123k,135k,135k,152k,164k,157k,192k,85k
Nigeria,NGA,1031k,1230k,1292k,1357k,1425k,1492k,1753k,2046k,2253k,2646k,2778k,3056k,5239k,5820k,6053k,6113k,3765k,4673k,4038k,4803k,6017k,5265k,,,,
Nicaragua,NIC,341k,388k,453k,483k,530k,581k,584k,579k,646k,735k,804k,891k,978k,1011k,1010k,1071k,1122k,1233k,1273k,1390k,1456k,1596k,1958k,1412k,1455k,474k
Netherlands,NLD,6574k,6580k,7841k,9312k,9874k,10003k,9500k,9595k,9181k,9646k,10012k,10739k,11008k,10104k,9921k,10883k,11300k,11680k,12783k,13925k,15007k,15828k,17924k,18780k,20129k,7265k
Norway,NOR,2880k,2746k,2702k,3256k,3223k,3104k,3073k,3111k,3269k,3628k,3824k,4070k,4377k,4347k,4346k,4767k,4963k,4538k,4778k,4855k,5361k,5960k,6252k,5688k,5879k,1397k
Nepal,NPL,363k,394k,422k,464k,492k,464k,361k,275k,338k,385k,375k,384k,527k,500k,510k,603k,736k,803k,798k,790k,539k,753k,940k,1173k,1197k,230k
Nauru,NRU,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,1409k,1529k,1497k,1485k,1607k,1787k,1909k,2045k,2104k,2334k,2366k,2409k,2455k,2483k,2473k,2530k,2617k,2574k,2710k,2854k,3129k,3494k,3723k,3858k,3888k,996k
OECD members,OED,795118k,831173k,856884k,869659k,883338k,914410k,857416k,845245k,829226k,883811k,917094k,1057049k,1057757k,1052020k,1012277k,1023509k,1038728k,1089410k,1129791k,1163739k,1200191k,1244329k,1299261k,1331201k,1364525k,
Oman,OMN,,,,,,,1095k,1112k,1210k,1407k,1101k,1385k,1360k,1540k,1584k,1500k,1393k,1714k,1923k,2225k,2634k,3207k,3178k,3242k,3506k,869k
Other small states,OSS,16652k,16884k,18570k,19110k,20547k,22029k,22700k,23252k,23525k,25485k,25761k,28000k,30899k,32781k,32487k,37844k,33747k,36200k,39517k,42942k,43654k,46851k,49980k,51524k,51930k,
Pakistan,PAK,378k,369k,375k,429k,432k,557k,500k,498k,501k,648k,798k,898k,840k,823k,855k,907k,1161k,966k,,,,,,,,
Panama,PAN,417k,443k,504k,529k,555k,600k,737k,800k,897k,1004k,1070k,1215k,1428k,1575k,1562k,1726k,2004k,2086k,2202k,2305k,2553k,2379k,2517k,2487k,2494k,647k
Peru,PER,,,,,,,,,,1650k,1938k,2227k,2451k,2581k,2681k,2948k,3299k,3642k,4010k,4062k,4381k,4718k,4992k,5384k,5275k,1119k
Philippines,PHL,1760k,2049k,2223k,2149k,2171k,1992k,1797k,1933k,1907k,2291k,2623k,2843k,3092k,3139k,3017k,3520k,3917k,4273k,4681k,4833k,5361k,5967k,6621k,7168k,8261k,1483k
Palau,PLW,53k,69k,74k,64k,55k,58k,54k,59k,63k,89k,81k,82k,88k,81k,71k,85k,111k,120k,108k,140k,162k,138k,123k,106k,94k,18k
Papua New Guinea,PNG,,,,,,,,,,,,,,120k,126k,146k,165k,175k,182k,191k,199k,198k,182k,195k,211k,39k
Poland,POL,82244k,87439k,87817k,88592k,89118k,84515k,61431k,50735k,52130k,61918k,64606k,65115k,66208k,59935k,53840k,58340k,60745k,67390k,72310k,73750k,77743k,80476k,83804k,85946k,88515k,
Pre-demographic dividend,PRE,5604k,6361k,6655k,6706k,7482k,7837k,8490k,9598k,9756k,11372k,12788k,14208k,17964k,18545k,19842k,21206k,20093k,21340k,20781k,21409k,24065k,24363k,,,,
Puerto Rico,PRI,4087k,4110k,4350k,4671k,4221k,4566k,4908k,4364k,4402k,4889k,5073k,5022k,5062k,5213k,4415k,4379k,4214k,4197k,4210k,4456k,5051k,5003k,4927k,4260k,4931k,3882k
"Korea, Dem. People's Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,9511k,9730k,10172k,11295k,11632k,12097k,12167k,11644k,11707k,10639k,10612k,11282k,6788k,6962k,6439k,6756k,7264k,7503k,9177k,10497k,11723k,13359k,15432k,16186k,17283k,4208k
Paraguay,PRY,15678k,12868k,10955k,9818k,6569k,3924k,3550k,3194k,2859k,2589k,2648k,2830k,3005k,3118k,3183k,3171k,3365k,3655k,3538k,3455k,4102k,4318k,4744k,4183k,4368k,1077k
West Bank and Gaza,PSE,,220k,210k,200k,300k,310k,43k,33k,37k,56k,88k,123k,264k,387k,396k,522k,449k,490k,545k,556k,432k,400k,503k,606k,688k,93k
Pacific island small states,PSS,,,,,,,,,,,,,1082k,1203k,1241k,1350k,1427k,1520k,1571k,1591k,1676k,1837k,1886k,1929k,1752k,
Post-demographic dividend,PST,625507k,654993k,686265k,686678k,702247k,745501k,734363k,745620k,739424k,791914k,822568k,972285k,984896k,981137k,943254k,968796k,994043k,1040612k,1080304k,1105378k,1128130k,1175948k,1223167k,1257775k,1275198k,
French Polynesia,PYF,186k,184k,201k,211k,236k,,,,,,,,243k,227k,190k,179k,196k,210k,214k,228k,239k,241k,254k,264k,300k,89k
Qatar,QAT,,,,,,,,,,,,,,,1482k,1700k,2057k,2324k,2612k,2839k,2941k,2938k,2256k,1819k,2136k,582k
Romania,ROU,5445k,5205k,5149k,4831k,5224k,5264k,4938k,4794k,5595k,6600k,5839k,6037k,7722k,8862k,7575k,7498k,7611k,7937k,8019k,8442k,9331k,10223k,10926k,11720k,12815k,5023k
Russian Federation,RUS,10290k,16208k,17463k,16188k,18820k,21169k,21595k,23309k,22521k,22064k,22201k,22486k,22909k,23676k,21339k,22281k,24932k,28177k,30792k,32421k,33729k,24571k,24390k,24551k,24419k,6359k
Rwanda,RWA,,,,,,,,,,,,531k,610k,669k,664k,667k,908k,1061k,1122k,1220k,1298k,1377k,1570k,1711k,1634k,
South Asia,SAS,3943k,4070k,4314k,4447k,4706k,5029k,4693k,4528k,5212k,6372k,6697k,7600k,8429k,8726k,8419k,9476k,10854k,11239k,12150k,19662k,20005k,22127k,23793k,26713k,27103k,
Saudi Arabia,SAU,4398k,,,,,,,,,11083k,10417k,10962k,13479k,17717k,13319k,13025k,15776k,19847k,19934k,23010k,21834k,20887k,18607k,17570k,20292k,
Sudan,SDN,29k,38k,30k,36k,39k,38k,50k,52k,52k,61k,246k,328k,436k,440k,420k,495k,536k,575k,591k,684k,741k,800k,813k,836k,,
Senegal,SEN,,,,,,,,,502k,677k,779k,876k,879k,877k,815k,906k,977k,967k,1069k,976k,1014k,1219k,1376k,,,
Singapore,SGP,7137k,7292k,7198k,6242k,6958k,7691k,7522k,7567k,6127k,8329k,8943k,9751k,10285k,10116k,9683k,11642k,13171k,14496k,15568k,15095k,15232k,16403k,17425k,18508k,19116k,2742k
Solomon Islands,SLB,12k,10k,14k,16k,,5k,,,7k,6k,9k,12k,14k,16k,18k,20k,23k,24k,24k,20k,22k,23k,26k,28k,29k,4k
Sierra Leone,SLE,,,,,,,,,,,,,,,,,,75k,95k,53k,31k,60k,59k,66k,71k,
El Salvador,SLV,,,,,,867k,804k,885k,798k,1030k,1306k,1501k,1720k,1875k,1482k,1606k,1634k,1738k,1822k,1886k,1973k,2052k,2247k,2536k,2639k,707k
San Marino,SMR,3368k,3345k,3308k,3264k,3148k,3071k,3036k,3102k,2882k,2812k,2107k,2136k,2164k,2112k,2056k,1976k,2038k,1869k,1905k,2004k,1888k,2000k,1937k,1874k,1904k,
Somalia,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,,,,,,,,312k,339k,392k,453k,469k,696k,646k,645k,683k,764k,810k,922k,1029k,1132k,1281k,1497k,1711k,1847k,446k
Sub-Saharan Africa (excluding high income),SSA,14193k,16050k,16643k,17778k,19153k,19438k,20378k,22024k,22796k,24570k,26229k,29608k,34490k,35560k,36522k,40139k,40526k,42980k,44485k,46265k,48672k,50877k,52497k,56247k,55555k,
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,14324k,16195k,16783k,17915k,19286k,19581k,20519k,22162k,22926k,24699k,26368k,29762k,34665k,35738k,36704k,40335k,40742k,43202k,44729k,46511k,48979k,51223k,52900k,56673k,56014k,
Small states,SST,26850k,28033k,29836k,30787k,32724k,35394k,35693k,36595k,38157k,42166k,41471k,43973k,47057k,48541k,49159k,55249k,51989k,54647k,58060k,62561k,63974k,71729k,75794k,78865k,79086k,
Sao Tome and Principe,STP,6k,6k,5k,6k,6k,7k,8k,9k,10k,11k,16k,12k,12k,14k,15k,8k,12k,,,,26k,29k,29k,33k,,
Suriname,SUR,69k,74k,78k,70k,72k,72k,68k,,100k,,,154k,167k,151k,151k,206k,221k,240k,250k,253k,229k,257k,279k,,,
Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,12583k,11556k,14936k,17376k,15406k,15299k,,
Slovenia,SVN,732k,832k,974k,977k,884k,1090k,1219k,1302k,1373k,1499k,1555k,1617k,1751k,1958k,1824k,2049k,2236k,2377k,2502k,2675k,3022k,3397k,3991k,4425k,4702k,1216k
Sweden,SWE,2310k,2376k,2388k,2573k,2595k,3828k,4108k,4276k,4268k,4676k,4883k,4729k,5224k,4555k,4899k,5183k,11567k,12372k,10980k,10522k,6482k,6782k,7054k,7440k,7616k,1957k
Eswatini,SWZ,,1337k,1635k,986k,1253k,1151k,1312k,1371k,1543k,,1182k,1200k,1230k,1186k,1344k,1343k,1328k,1278k,1299k,1325k,1256k,1279k,1343k,1277k,1226k,345k
Sint Maarten (Dutch part),SXM,1024k,1022k,1325k,1339k,1061k,1300k,1271k,1436k,1600k,1823k,1956k,1890k,1891k,1821k,1655k,1956k,2080k,2210k,2253k,2502k,2407k,2197k,1640k,1775k,1952k,
Seychelles,SYC,127k,142k,136k,134k,130k,140k,138k,135k,127k,126k,135k,151k,171k,173k,178k,191k,210k,216k,237k,239k,296k,333k,382k,405k,428k,124k
Syrian Arab Republic,SYR,2253k,2435k,2332k,2464k,2682k,3412k,3671k,4678k,4837k,6334k,5859k,5682k,5434k,6951k,7721k,10970k,6476k,,,,,1043k,1291k,1802k,2424k,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,757k,865k,899k,1010k,968k,1069k,1330k,1316k,1296k,1243k,1463k,1599k,370k
Chad,TCD,19k,20k,27k,41k,46k,43k,57k,32k,21k,26k,29k,46k,77k,61k,70k,71k,77k,86k,97k,119k,120k,98k,87k,63k,81k,10k
East Asia & Pacific (IDA & IBRD countries),TEA,69853k,76266k,82317k,87402k,100507k,115002k,123938k,134843k,124198k,150908k,163955k,172621k,186124k,186640k,184114k,197694k,205576k,209238k,214705k,216907k,229644k,243207k,263898k,277743k,289300k,
Europe & Central Asia (IDA & IBRD countries),TEC,141570k,156481k,174016k,170134k,174153k,185016k,166983k,163686k,170010k,192355k,204585k,210284k,233797k,236803k,218138k,228005k,244817k,258378k,273457k,267581k,278325k,274218k,294609k,314785k,331546k,
Togo,TGO,53k,58k,92k,69k,70k,60k,57k,58k,61k,83k,81k,94k,86k,74k,150k,202k,300k,235k,327k,282k,273k,338k,514k,573k,876k,482k
Thailand,THA,6952k,7244k,7294k,7843k,8651k,9579k,10133k,10873k,10082k,11737k,11567k,13822k,14464k,14584k,14150k,15936k,19230k,22354k,26547k,24810k,29923k,32530k,35592k,38178k,39916k,
Tajikistan,TJK,,1k,2k,3k,4k,8k,5k,,,,,,,325k,207k,160k,183k,244k,208k,213k,414k,344k,431k,1035k,,
Turkmenistan,TKM,233k,282k,332k,380k,,,,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,125293k,128668k,130966k,135049k,137308k,142005k,135755k,133102k,127305k,138679k,145125k,142663k,141497k,142505k,136672k,134206k,131390k,134737k,137445k,144460k,154385k,165767k,175407k,173715k,172909k,
Timor-Leste,TLS,,,,,,,,,,,,14k,22k,36k,44k,40k,51k,58k,79k,60k,62k,66k,74k,75k,75k,
Middle East & North Africa (IDA & IBRD countries),TMN,18990k,19306k,19856k,20703k,23536k,25303k,25739k,29055k,30668k,37545k,38891k,41919k,44393k,50073k,52971k,62437k,49845k,52941k,51347k,51424k,46830k,40985k,48055k,58212k,65078k,
Tonga,TON,33k,31k,29k,35k,44k,43k,38k,45k,51k,51k,60k,54k,65k,65k,75k,65k,68k,57k,60k,66k,73k,87k,87k,77k,94k,
South Asia (IDA & IBRD),TSA,3820k,3944k,4180k,4309k,4559k,4872k,4547k,4387k,5050k,6174k,6489k,7364k,8167k,8455k,8157k,9182k,10516k,10890k,11772k,19051k,19383k,21439k,23054k,25882k,26260k,
Sub-Saharan Africa (IDA & IBRD countries),TSS,14324k,16195k,16783k,17915k,19286k,19581k,20519k,22162k,22926k,24699k,26368k,29762k,34665k,35738k,36704k,40335k,40742k,43202k,44729k,46511k,48979k,51223k,52900k,56673k,56014k,
Trinidad and Tobago,TTO,282k,317k,360k,377k,421k,503k,468k,451k,474k,501k,529k,534k,531k,482k,534k,490k,491k,504k,467k,455k,519k,492k,465k,501k,480k,141k
Tunisia,TUN,4120k,3885k,4263k,4718k,4832k,5058k,5387k,5064k,5114k,5998k,6378k,6550k,6762k,7050k,7797k,7828k,5746k,6999k,7352k,7163k,5359k,5724k,7052k,8299k,9429k,2012k
Turkiye,TUR,7727k,8614k,9689k,9753k,7487k,10428k,11619k,13256k,14030k,17517k,21125k,19820k,27215k,31138k,31760k,32997k,36769k,37715k,39861k,41627k,41114k,30907k,37970k,46113k,51747k,15971k
Tuvalu,TUV,1k,1k,1k,1k,1k,1k,1k,1k,1k,1k,1k,1k,1k,2k,2k,2k,1k,1k,1k,1k,2k,2k,2k,3k,4k,
Tanzania,TZA,295k,326k,360k,482k,627k,501k,525k,575k,576k,583k,613k,644k,719k,770k,714k,783k,868k,1077k,1096k,1140k,1137k,1284k,1327k,1506k,1527k,
Uganda,UGA,160k,174k,175k,195k,189k,193k,205k,254k,305k,512k,468k,539k,642k,844k,807k,946k,1151k,1197k,1206k,1266k,1303k,1323k,1402k,1506k,1543k,473k
Ukraine,UKR,6127k,6750k,14743k,12003k,10990k,11691k,11877k,12793k,15161k,18583k,20489k,21714k,26162k,28827k,24033k,24114k,24535k,25061k,26025k,13227k,13025k,13734k,14579k,14342k,13710k,3382k
Upper middle income,UMC,226733k,240601k,251598k,259728k,276411k,301621k,306995k,323044k,308581k,351775k,377443k,385923k,408190k,417499k,406075k,422026k,433150k,444225k,455798k,465398k,484482k,498471k,534415k,556609k,573311k,
Uruguay,URY,2177k,2258k,2463k,2324k,2273k,2236k,2136k,1354k,1508k,1871k,1917k,1824k,1815k,2255k,2303k,2708k,3244k,3155k,3242k,3195k,3286k,3632k,4219k,3954k,3480k,
United States,USA,79732k,82756k,82525k,74767k,75796k,78343k,70975k,64434k,62082k,67606k,71484k,183178k,175299k,175703k,160508k,162275k,147271k,171630k,179310k,178311k,176865k,175261k,174292k,169325k,165478k,45037k
Uzbekistan,UZB,92k,173k,960k,811k,487k,302k,345k,332k,231k,262k,242k,560k,903k,1069k,1215k,975k,1393k,1895k,1969k,1862k,1918k,2027k,2690k,5346k,6749k,
St. Vincent and the Grenadines,VCT,218k,216k,200k,202k,223k,256k,254k,247k,242k,262k,256k,306k,328k,250k,271k,231k,208k,200k,200k,205k,207k,227k,303k,356k,392k,
"Venezuela, RB",VEN,879k,960k,933k,813k,702k,602k,792k,590k,435k,618k,846k,883k,898k,702k,567k,535k,625k,1061k,1085k,967k,882k,681k,429k,,,
British Virgin Islands,VGB,219k,244k,244k,279k,284k,272k,296k,282k,278k,304k,337k,356k,358k,346k,309k,330k,338k,351k,366k,386k,393k,408k,335k,192k,302k,83k
Virgin Islands (U.S.),VIR,1741k,1779k,2128k,2139k,1964k,2396k,2497k,2337k,2395k,2620k,2602k,2571k,2606k,2435k,2245k,2531k,2686k,2640k,2702k,2814k,2643k,2574k,1954k,1922k,2074k,8612k
Viet Nam,VNM,1351k,1607k,1716k,1520k,1782k,2140k,2330k,2628k,2429k,2928k,3477k,3583k,4229k,4236k,3747k,5050k,6014k,6848k,7572k,7874k,7944k,10013k,12922k,15498k,18009k,3837k
Vanuatu,VUT,82k,103k,81k,78k,96k,106k,106k,99k,102k,99k,126k,154k,167k,197k,226k,238k,249k,321k,357k,329k,287k,352k,333k,350k,256k,82k
World,WLD,1082522k,1143489k,1193996k,1209957k,1254467k,1332379k,1299005k,1319582k,1300067k,1436450k,1501611k,1683030k,1739389k,1750747k,1687198k,1755720k,1792688k,1881197k,1952484k,2012330k,2071786k,2140443k,2248871k,2339400k,2403074k,
Samoa,WSM,,,,,,,,,,,,116k,122k,122k,129k,130k,128k,135k,125k,132k,139k,146k,158k,172k,181k,24k
Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,,,,,,,,,,,,,,,,1035k,1175k,1282k,1323k,1218k,398k,,,,,
South Africa,ZAF,4684k,5186k,5170k,5898k,6026k,6001k,5908k,6550k,6640k,6815k,7518k,8509k,9208k,9729k,9532k,11303k,12097k,13069k,14318k,14530k,13952k,15121k,14975k,15004k,14797k,3887k
Zambia,ZMB,163k,264k,341k,362k,404k,457k,492k,565k,413k,515k,669k,757k,897k,812k,710k,815k,920k,859k,915k,947k,932k,956k,1009k,1072k,1266k,502k
Zimbabwe,ZWE,1416k,1597k,1336k,2090k,2250k,1967k,2217k,2041k,2256k,1854k,1559k,2287k,2506k,1956k,2017k,2239k,2423k,1794k,1833k,1880k,2057k,2168k,2423k,2580k,2294k,639k
